"species","year","tr0obs","col.ind.prev.year","growth.rate.dif"
"48",1999,1.74,1.66,0.0800000000000001
"48",2000,1.71,1.74,-0.03
"48",2001,1.67,1.71,-0.04
"48",2002,1.5,1.67,-0.17
"48",2003,1.54,1.5,0.04
"48",2004,1.47,1.54,-0.0700000000000001
"48",2005,1.65,1.47,0.18
"48",2006,1.7,1.65,0.05
"48",2007,1.33,1.7,-0.37
"48",2008,1.46,1.33,0.13
"48",2009,1.67,1.46,0.21
"48",2010,1.78,1.67,0.11
"48",2011,1.6,1.78,-0.18
"48",2012,1.49,1.6,-0.11
"48",2013,1.66,1.49,0.17
"48",2014,1.61,1.66,-0.0499999999999998
"50",1981,2,NA,NA
"50",1982,3.22,2,1.22
"50",1983,3.02,3.22,-0.2
"50",1984,2.68,3.02,-0.34
"50",1985,2.17,2.68,-0.51
"50",1986,2.03,2.17,-0.14
"50",1987,2.27,2.03,0.24
"50",1988,2.25,2.27,-0.02
"50",1989,2.27,2.25,0.02
"50",1990,2.58,2.27,0.31
"50",1991,2.72,2.58,0.14
"50",1992,2.69,2.72,-0.0300000000000002
"50",1993,2.77,2.69,0.0800000000000001
"50",1994,2.84,2.77,0.0699999999999998
"50",1995,2.35,2.84,-0.49
"50",1996,2.43,2.35,0.0800000000000001
"50",1997,2.37,2.43,-0.0600000000000001
"50",1998,2.08,2.37,-0.29
"50",1999,2.55,2.08,0.47
"50",2000,2.76,2.55,0.21
"50",2001,2.96,2.76,0.2
"50",2002,2.44,2.96,-0.52
"50",2003,2.47,2.44,0.0300000000000002
"50",2004,2.5,2.47,0.0299999999999998
"50",2005,2.68,2.5,0.18
"50",2006,2.87,2.68,0.19
"50",2007,2.57,2.87,-0.3
"50",2008,2.15,2.57,-0.42
"50",2009,2.55,2.15,0.4
"50",2010,2.89,2.55,0.34
"50",2011,2.43,2.89,-0.46
"50",2012,1.93,2.43,-0.5
"50",2013,2.4,1.93,0.47
"50",2014,2.44,2.4,0.04
"54",1976,2,NA,NA
"54",1977,1.96,2,-0.04
"54",1978,1.86,1.96,-0.0999999999999999
"54",1979,1.84,1.86,-0.02
"54",1980,1.84,1.84,0
"54",1981,1.75,1.84,-0.0900000000000001
"54",1982,1.94,1.75,0.19
"54",1983,1.93,1.94,-0.01
"54",1984,2,1.93,0.0700000000000001
"54",1985,1.98,2,-0.02
"54",1986,1.75,1.98,-0.23
"54",1987,1.67,1.75,-0.0800000000000001
"54",1988,1.83,1.67,0.16
"54",1989,1.78,1.83,-0.05
"54",1990,1.83,1.78,0.05
"54",1991,1.99,1.83,0.16
"54",1992,2.03,1.99,0.0399999999999998
"54",1993,1.86,2.03,-0.17
"54",1994,1.75,1.86,-0.11
"54",1995,1.86,1.75,0.11
"54",1996,2.02,1.86,0.16
"54",1997,1.94,2.02,-0.0800000000000001
"54",1998,1.85,1.94,-0.0899999999999999
"54",1999,1.84,1.85,-0.01
"54",2000,1.97,1.84,0.13
"54",2001,1.87,1.97,-0.0999999999999999
"54",2002,1.84,1.87,-0.03
"54",2003,1.83,1.84,-0.01
"54",2004,1.97,1.83,0.14
"54",2005,1.96,1.97,-0.01
"54",2006,1.96,1.96,0
"54",2007,1.92,1.96,-0.04
"54",2008,1.78,1.92,-0.14
"54",2009,1.89,1.78,0.11
"54",2010,1.84,1.89,-0.0499999999999998
"54",2011,1.86,1.84,0.02
"54",2012,1.65,1.86,-0.21
"54",2013,1.97,1.65,0.32
"54",2014,2.06,1.97,0.0900000000000001
"56",1979,2,NA,NA
"56",1980,2.01,2,0.00999999999999979
"56",1982,1.62,2.01,-0.39
"56",1983,1.83,1.62,0.21
"56",1984,1.88,1.83,0.0499999999999998
"56",1985,1.74,1.88,-0.14
"56",1986,1.59,1.74,-0.15
"56",1987,1.82,1.59,0.23
"56",1988,1.79,1.82,-0.03
"56",1989,1.87,1.79,0.0800000000000001
"56",1990,2.14,1.87,0.27
"56",1991,2.13,2.14,-0.0100000000000002
"56",1992,2.08,2.13,-0.0499999999999998
"56",1993,1.82,2.08,-0.26
"56",1994,1.72,1.82,-0.1
"56",1995,1.85,1.72,0.13
"56",1996,1.78,1.85,-0.0700000000000001
"56",1997,1.89,1.78,0.11
"56",1998,1.89,1.89,0
"56",1999,1.74,1.89,-0.15
"56",2000,1.84,1.74,0.1
"56",2001,1.86,1.84,0.02
"56",2002,1.73,1.86,-0.13
"56",2003,1.56,1.73,-0.17
"56",2004,1.67,1.56,0.11
"56",2005,1.64,1.67,-0.03
"56",2006,1.63,1.64,-0.01
"56",2007,1.55,1.63,-0.0799999999999998
"56",2008,1.57,1.55,0.02
"56",2009,1.65,1.57,0.0799999999999998
"56",2010,1.71,1.65,0.0600000000000001
"56",2011,1.91,1.71,0.2
"56",2012,1.68,1.91,-0.23
"56",2013,1.7,1.68,0.02
"56",2014,1.8,1.7,0.1
"58",1979,2,NA,NA
"58",1980,2.57,2,0.57
"58",1981,2.25,2.57,-0.32
"58",1982,1.85,2.25,-0.4
"58",1983,2.23,1.85,0.38
"58",1984,2.79,2.23,0.56
"58",1985,2.35,2.79,-0.44
"58",1986,2.2,2.35,-0.15
"58",1987,2.36,2.2,0.16
"58",1988,2.18,2.36,-0.18
"58",1989,2.51,2.18,0.33
"58",1990,2.67,2.51,0.16
"58",1991,2.79,2.67,0.12
"58",1992,2.66,2.79,-0.13
"58",1993,2.63,2.66,-0.0300000000000002
"58",1994,2.55,2.63,-0.0800000000000001
"58",1995,2.88,2.55,0.33
"58",1996,2.86,2.88,-0.02
"58",1997,3.16,2.86,0.3
"58",1998,3.13,3.16,-0.0300000000000002
"58",1999,3.2,3.13,0.0700000000000003
"58",2000,3.02,3.2,-0.18
"58",2001,2.97,3.02,-0.0499999999999998
"58",2002,2.87,2.97,-0.1
"58",2003,3.16,2.87,0.29
"58",2004,3.12,3.16,-0.04
"58",2005,3.14,3.12,0.02
"58",2006,3.17,3.14,0.0299999999999998
"58",2007,2.95,3.17,-0.22
"58",2008,2.73,2.95,-0.22
"58",2009,2.84,2.73,0.11
"58",2010,3.11,2.84,0.27
"58",2011,3.05,3.11,-0.0600000000000001
"58",2012,2.79,3.05,-0.26
"58",2013,3.17,2.79,0.38
"58",2014,3.18,3.17,0.0100000000000002
"62",1979,2,NA,NA
"62",1980,2,2,0
"62",1981,1.01,2,-0.99
"62",1982,1.35,1.01,0.34
"62",1983,1.17,1.35,-0.18
"62",1984,1.34,1.17,0.17
"62",1985,1.4,1.34,0.0599999999999998
"62",1986,0.36,1.4,-1.04
"62",1987,0.71,0.36,0.35
"62",1988,0.34,0.71,-0.37
"62",1989,0.74,0.34,0.4
"62",1990,1.04,0.74,0.3
"62",1991,0.84,1.04,-0.2
"62",1992,0.97,0.84,0.13
"62",1993,0.69,0.97,-0.28
"62",1994,0.81,0.69,0.12
"62",1995,0.9,0.81,0.09
"62",1996,0.8,0.9,-0.1
"62",1997,0.83,0.8,0.0299999999999999
"62",1998,0.67,0.83,-0.16
"62",1999,0.62,0.67,-0.05
"62",2000,0.77,0.62,0.15
"62",2001,0.6,0.77,-0.17
"62",2002,0.83,0.6,0.23
"62",2003,0.9,0.83,0.0700000000000001
"62",2004,1.01,0.9,0.11
"62",2005,0.94,1.01,-0.0700000000000001
"62",2006,0.31,0.94,-0.63
"62",2007,0.61,0.31,0.3
"62",2008,0.13,0.61,-0.48
"62",2009,0.08,0.13,-0.05
"62",2010,0.93,0.08,0.85
"62",2011,0.79,0.93,-0.14
"62",2012,0.32,0.79,-0.47
"62",2013,0.45,0.32,0.13
"62",2014,0.52,0.45,0.07
"64",1976,2,NA,NA
"64",1977,1.43,2,-0.57
"64",1978,1.69,1.43,0.26
"64",1979,1.86,1.69,0.17
"64",1980,1.35,1.86,-0.51
"64",1981,1.35,1.35,0
"64",1982,1.72,1.35,0.37
"64",1983,1.77,1.72,0.05
"64",1984,1.84,1.77,0.0700000000000001
"64",1985,1.75,1.84,-0.0900000000000001
"64",1986,1.68,1.75,-0.0700000000000001
"64",1987,1.63,1.68,-0.05
"64",1988,1.26,1.63,-0.37
"64",1989,1.26,1.26,0
"64",1990,1.23,1.26,-0.03
"64",1991,1.43,1.23,0.2
"64",1992,1.91,1.43,0.48
"64",1993,1.58,1.91,-0.33
"64",1994,1.5,1.58,-0.0800000000000001
"64",1995,1.51,1.5,0.01
"64",1996,1.65,1.51,0.14
"64",1997,1.44,1.65,-0.21
"64",1998,1.45,1.44,0.01
"64",1999,1.26,1.45,-0.19
"64",2000,1.26,1.26,0
"64",2001,1.21,1.26,-0.05
"64",2002,1.21,1.21,0
"64",2003,1.39,1.21,0.18
"64",2004,1.51,1.39,0.12
"64",2005,1.47,1.51,-0.04
"64",2006,1.66,1.47,0.19
"64",2007,1.39,1.66,-0.27
"64",2008,1.3,1.39,-0.0899999999999999
"64",2009,1.37,1.3,0.0700000000000001
"64",2010,1.62,1.37,0.25
"64",2011,1.32,1.62,-0.3
"64",2012,1.1,1.32,-0.22
"64",2013,1.32,1.1,0.22
"64",2014,1.39,1.32,0.0699999999999998
"68",1976,2,NA,NA
"68",1977,1.32,2,-0.68
"68",1978,1.5,1.32,0.18
"68",1979,1.81,1.5,0.31
"68",1980,1.58,1.81,-0.23
"68",1981,1.54,1.58,-0.04
"68",1982,1.79,1.54,0.25
"68",1983,1.74,1.79,-0.05
"68",1984,1.85,1.74,0.11
"68",1985,1.49,1.85,-0.36
"68",1986,1.69,1.49,0.2
"68",1987,1.65,1.69,-0.04
"68",1988,1.52,1.65,-0.13
"68",1989,2.04,1.52,0.52
"68",1990,1.95,2.04,-0.0900000000000001
"68",1991,1.88,1.95,-0.0700000000000001
"68",1992,1.75,1.88,-0.13
"68",1993,1.46,1.75,-0.29
"68",1994,1.61,1.46,0.15
"68",1995,1.88,1.61,0.27
"68",1996,1.85,1.88,-0.0299999999999998
"68",1997,1.88,1.85,0.0299999999999998
"68",1998,1.6,1.88,-0.28
"68",1999,1.44,1.6,-0.16
"68",2000,1.39,1.44,-0.05
"68",2001,1.42,1.39,0.03
"68",2002,1.4,1.42,-0.02
"68",2003,1.76,1.4,0.36
"68",2004,1.73,1.76,-0.03
"68",2005,1.49,1.73,-0.24
"68",2006,1.69,1.49,0.2
"68",2007,1.51,1.69,-0.18
"68",2008,1.38,1.51,-0.13
"68",2009,1.62,1.38,0.24
"68",2010,1.73,1.62,0.11
"68",2011,1.65,1.73,-0.0800000000000001
"68",2012,1.43,1.65,-0.22
"68",2013,1.52,1.43,0.0900000000000001
"68",2014,1.39,1.52,-0.13
"70",1979,2,NA,NA
"70",1980,2.16,2,0.16
"70",1981,1.9,2.16,-0.26
"70",1982,2.52,1.9,0.62
"70",1983,2.45,2.52,-0.0699999999999998
"70",1984,2.64,2.45,0.19
"70",1985,2.32,2.64,-0.32
"70",1986,2.47,2.32,0.15
"70",1987,1.95,2.47,-0.52
"70",1988,1.79,1.95,-0.16
"70",1989,2.15,1.79,0.36
"70",1990,2.49,2.15,0.34
"70",1991,2.26,2.49,-0.23
"70",1992,2.18,2.26,-0.0799999999999996
"70",1993,1.59,2.18,-0.59
"70",1994,2.01,1.59,0.42
"70",1995,1.96,2.01,-0.0499999999999998
"70",1996,2.65,1.96,0.69
"70",1997,2.68,2.65,0.0300000000000002
"70",1998,2.31,2.68,-0.37
"70",1999,2.26,2.31,-0.0500000000000003
"70",2000,2.36,2.26,0.1
"70",2001,2.16,2.36,-0.2
"70",2002,2.24,2.16,0.0800000000000001
"70",2003,2.72,2.24,0.48
"70",2004,2.6,2.72,-0.12
"70",2005,2.71,2.6,0.11
"70",2006,2.87,2.71,0.16
"70",2007,2.3,2.87,-0.57
"70",2008,2.39,2.3,0.0900000000000003
"70",2009,2.5,2.39,0.11
"70",2010,2.75,2.5,0.25
"70",2011,2.47,2.75,-0.28
"70",2012,2.44,2.47,-0.0300000000000002
"70",2013,2.65,2.44,0.21
"70",2014,2.3,2.65,-0.35
"71",1976,2,NA,NA
"71",1977,1.6,2,-0.4
"71",1978,1.77,1.6,0.17
"71",1979,1.93,1.77,0.16
"71",1980,1.8,1.93,-0.13
"71",1981,1.42,1.8,-0.38
"71",1982,1.68,1.42,0.26
"71",1983,1.65,1.68,-0.03
"71",1984,1.84,1.65,0.19
"71",1985,1.74,1.84,-0.1
"71",1986,1.93,1.74,0.19
"71",1987,1.84,1.93,-0.0899999999999999
"71",1988,1.75,1.84,-0.0900000000000001
"71",1989,1.83,1.75,0.0800000000000001
"71",1990,1.84,1.83,0.01
"71",1991,1.86,1.84,0.02
"71",1992,1.92,1.86,0.0599999999999998
"71",1993,1.74,1.92,-0.18
"71",1994,1.77,1.74,0.03
"71",1995,1.85,1.77,0.0800000000000001
"71",1996,1.98,1.85,0.13
"71",1997,1.99,1.98,0.01
"71",1998,1.83,1.99,-0.16
"71",1999,1.95,1.83,0.12
"71",2000,1.76,1.95,-0.19
"71",2001,1.64,1.76,-0.12
"71",2002,1.6,1.64,-0.0399999999999998
"71",2003,1.79,1.6,0.19
"71",2004,1.77,1.79,-0.02
"71",2005,1.92,1.77,0.15
"71",2006,1.98,1.92,0.0600000000000001
"71",2007,1.5,1.98,-0.48
"71",2008,1.64,1.5,0.14
"71",2009,1.66,1.64,0.02
"71",2010,1.93,1.66,0.27
"71",2011,1.84,1.93,-0.0899999999999999
"71",2012,1.91,1.84,0.0699999999999998
"71",2013,2.15,1.91,0.24
"71",2014,1.81,2.15,-0.34
"75",1976,2,NA,NA
"75",1977,1.97,2,-0.03
"75",1978,2.05,1.97,0.0799999999999998
"75",1979,2.17,2.05,0.12
"75",1980,2.1,2.17,-0.0699999999999998
"75",1981,2.12,2.1,0.02
"75",1982,2.27,2.12,0.15
"75",1983,2.18,2.27,-0.0899999999999999
"75",1984,2.24,2.18,0.0600000000000001
"75",1985,2.09,2.24,-0.15
"75",1986,2.05,2.09,-0.04
"75",1987,2.01,2.05,-0.04
"75",1988,2.08,2.01,0.0700000000000003
"75",1989,2.12,2.08,0.04
"75",1990,2.16,2.12,0.04
"75",1991,2.34,2.16,0.18
"75",1992,2.37,2.34,0.0300000000000002
"75",1993,2.05,2.37,-0.32
"75",1994,2.06,2.05,0.0100000000000002
"75",1995,2.09,2.06,0.0299999999999998
"75",1996,2.15,2.09,0.0600000000000001
"75",1997,2.15,2.15,0
"75",1998,2.24,2.15,0.0900000000000003
"75",1999,2.25,2.24,0.00999999999999979
"75",2000,2.17,2.25,-0.0800000000000001
"75",2001,2.08,2.17,-0.0899999999999999
"75",2002,2.07,2.08,-0.0100000000000002
"75",2003,2.21,2.07,0.14
"75",2004,2.2,2.21,-0.00999999999999979
"75",2005,2.23,2.2,0.0299999999999998
"75",2006,2.16,2.23,-0.0699999999999998
"75",2007,2.06,2.16,-0.1
"75",2008,2.11,2.06,0.0499999999999998
"75",2009,2.05,2.11,-0.0600000000000001
"75",2010,1.95,2.05,-0.0999999999999999
"75",2011,2.04,1.95,0.0900000000000001
"75",2012,2.12,2.04,0.0800000000000001
"75",2013,2.14,2.12,0.02
"75",2014,2.11,2.14,-0.0300000000000002
"76",1976,2,NA,NA
"76",1977,1.86,2,-0.14
"76",1978,1.78,1.86,-0.0800000000000001
"76",1979,1.87,1.78,0.0900000000000001
"76",1980,1.74,1.87,-0.13
"76",1981,1.8,1.74,0.0600000000000001
"76",1982,2,1.8,0.2
"76",1983,1.99,2,-0.01
"76",1984,2.16,1.99,0.17
"76",1985,1.85,2.16,-0.31
"76",1986,1.69,1.85,-0.16
"76",1987,1.46,1.69,-0.23
"76",1988,1.49,1.46,0.03
"76",1989,1.65,1.49,0.16
"76",1990,1.86,1.65,0.21
"76",1991,2.06,1.86,0.2
"76",1992,2.08,2.06,0.02
"76",1993,1.77,2.08,-0.31
"76",1994,1.82,1.77,0.05
"76",1995,1.85,1.82,0.03
"76",1996,1.99,1.85,0.14
"76",1997,1.91,1.99,-0.0800000000000001
"76",1998,1.74,1.91,-0.17
"76",1999,1.82,1.74,0.0800000000000001
"76",2000,1.85,1.82,0.03
"76",2001,1.8,1.85,-0.05
"76",2002,1.75,1.8,-0.05
"76",2003,1.85,1.75,0.1
"76",2004,1.92,1.85,0.0699999999999998
"76",2005,1.91,1.92,-0.01
"76",2006,1.8,1.91,-0.11
"76",2007,1.59,1.8,-0.21
"76",2008,1.66,1.59,0.0699999999999998
"76",2009,1.67,1.66,0.01
"76",2010,1.66,1.67,-0.01
"76",2011,1.6,1.66,-0.0599999999999998
"76",2012,1.48,1.6,-0.12
"76",2013,1.6,1.48,0.12
"76",2014,1.69,1.6,0.0899999999999999
"78",1976,2,NA,NA
"78",1977,1.91,2,-0.0900000000000001
"78",1978,1.75,1.91,-0.16
"78",1979,1.95,1.75,0.2
"78",1980,2.03,1.95,0.0799999999999998
"78",1981,2.05,2.03,0.02
"78",1982,2.21,2.05,0.16
"78",1983,2.17,2.21,-0.04
"78",1984,2.37,2.17,0.2
"78",1985,2.31,2.37,-0.0600000000000001
"78",1986,2.27,2.31,-0.04
"78",1987,2.07,2.27,-0.2
"78",1988,1.88,2.07,-0.19
"78",1989,1.97,1.88,0.0900000000000001
"78",1990,2.09,1.97,0.12
"78",1991,2.32,2.09,0.23
"78",1992,2.34,2.32,0.02
"78",1993,2.18,2.34,-0.16
"78",1994,2.19,2.18,0.00999999999999979
"78",1995,2.12,2.19,-0.0699999999999998
"78",1996,2.32,2.12,0.2
"78",1997,2.37,2.32,0.0500000000000003
"78",1998,2.29,2.37,-0.0800000000000001
"78",1999,2.3,2.29,0.00999999999999979
"78",2000,2.3,2.3,0
"78",2001,2.17,2.3,-0.13
"78",2002,2.1,2.17,-0.0699999999999998
"78",2003,2.2,2.1,0.1
"78",2004,2.2,2.2,0
"78",2005,2.15,2.2,-0.0500000000000003
"78",2006,2.31,2.15,0.16
"78",2007,2.16,2.31,-0.15
"78",2008,2.04,2.16,-0.12
"78",2009,2.1,2.04,0.0600000000000001
"78",2010,2.04,2.1,-0.0600000000000001
"78",2011,2.12,2.04,0.0800000000000001
"78",2012,2.08,2.12,-0.04
"78",2013,2.24,2.08,0.16
"78",2014,2.4,2.24,0.16
"80",1981,2,NA,NA
"80",1982,2.37,2,0.37
"80",1983,2.17,2.37,-0.2
"80",1984,2.35,2.17,0.18
"80",1985,2.15,2.35,-0.2
"80",1986,1.99,2.15,-0.16
"80",1987,2.24,1.99,0.25
"80",1988,2.49,2.24,0.25
"80",1989,2.55,2.49,0.0599999999999996
"80",1990,2.51,2.55,-0.04
"80",1991,1.73,2.51,-0.78
"80",1992,2.52,1.73,0.79
"80",1993,2.24,2.52,-0.28
"80",1994,2.3,2.24,0.0599999999999996
"80",1995,2.31,2.3,0.0100000000000002
"80",1996,2.18,2.31,-0.13
"80",1997,2.11,2.18,-0.0700000000000003
"80",1998,1.64,2.11,-0.47
"80",1999,1.61,1.64,-0.0299999999999998
"80",2000,1.77,1.61,0.16
"80",2001,2.04,1.77,0.27
"80",2002,2.17,2.04,0.13
"80",2003,1.88,2.17,-0.29
"80",2004,2.06,1.88,0.18
"80",2005,1.73,2.06,-0.33
"80",2006,2.03,1.73,0.3
"80",2007,1.79,2.03,-0.24
"80",2008,1.91,1.79,0.12
"80",2009,1.57,1.91,-0.34
"80",2010,1.63,1.57,0.0599999999999998
"80",2011,1.61,1.63,-0.0199999999999998
"80",2012,1.32,1.61,-0.29
"80",2013,1.36,1.32,0.04
"80",2014,1.37,1.36,0.01
"84",1976,2,NA,NA
"84",1977,1.97,2,-0.03
"84",1978,2.26,1.97,0.29
"84",1979,2.34,2.26,0.0800000000000001
"84",1980,2.18,2.34,-0.16
"84",1981,2.08,2.18,-0.1
"84",1982,2.49,2.08,0.41
"84",1983,2.3,2.49,-0.19
"84",1984,2.41,2.3,0.11
"84",1985,2.43,2.41,0.02
"84",1986,2.12,2.43,-0.31
"84",1987,2.18,2.12,0.0600000000000001
"84",1988,2.24,2.18,0.0600000000000001
"84",1989,2.23,2.24,-0.0100000000000002
"84",1990,2.26,2.23,0.0299999999999998
"84",1991,2.37,2.26,0.11
"84",1992,2.65,2.37,0.28
"84",1993,2.34,2.65,-0.31
"84",1994,2.2,2.34,-0.14
"84",1995,2.29,2.2,0.0899999999999999
"84",1996,2.56,2.29,0.27
"84",1997,2.49,2.56,-0.0699999999999998
"84",1998,2.34,2.49,-0.15
"84",1999,2.33,2.34,-0.00999999999999979
"84",2000,2.41,2.33,0.0800000000000001
"84",2001,2.37,2.41,-0.04
"84",2002,2.32,2.37,-0.0500000000000003
"84",2003,2.24,2.32,-0.0799999999999996
"84",2004,2.19,2.24,-0.0500000000000003
"84",2005,2.22,2.19,0.0300000000000002
"84",2006,2.22,2.22,0
"84",2007,2.34,2.22,0.12
"84",2008,2.19,2.34,-0.15
"84",2009,2.38,2.19,0.19
"84",2010,2.24,2.38,-0.14
"84",2011,2.05,2.24,-0.19
"84",2012,1.98,2.05,-0.0699999999999998
"84",2013,2.45,1.98,0.47
"84",2014,2.46,2.45,0.00999999999999979
"88",1976,2,NA,NA
"88",1977,1.89,2,-0.11
"88",1978,2.02,1.89,0.13
